,apol1242,maip1246,acha1250,achu1248,agua1253,yane1238,amar1274,apur1254,apal1257,arhu1242,arab1268,mapu1245,karo1305,araw1276,waor1240,awet1244,sout2996,ayor1240,cent2142,bare1276,bora1263,boro1282,baur1253,bani1254,gari1256,chip1262,mose1249,cavi1250,call1235,chim1309,cash1251,chay1248,cham1318,cham1315,chol1284,asha1243,coca1259,colo1256,cofa1242,nant1250,isla1278,cube1242,mash1270,sanb1242,desa1247,emer1243,nort2972,esee1248,guar1293,guan1270,guat1253,wayu1243,gavi1246,ngab1239,hixk1239,igna1246,inga1252,inap1243,iqui1243,iton1250,jama1261,toll1241,shua1257,jaqa1244,hupd1244,juru1256,kama1373,kadi1248,kain1272,kana1291,curr1243,kari1311,daww1239,awac1239,kano1245,laoo1244,leco1242,lako1248,sate1243,mala1522,maca1260,mach1267,mats1244,misk1235,mehi1240,moco1246,maku1278,wich1262,muni1258,mund1330,movi1243,noma1263,moch1259,onaa1245,pare1272,papi1253,wari1268,pech1241,paez1247,enap1235,piap1246,pila1245,pali1279,paun1241,ashe1272,puel1244,puin1248,hual1241,sout2991,sout2990,sant1432,tena1240,yauy1235,ayac1239,cusc1236,caja1238,imba1240,nort2980,paca1245,sanm1289,huay1240,sala1272,jauj1238,cane1242,reye1240,resi1247,rikb1245,rama1270,russ1263,saba1268,sara1331,seco1241,nina1238,ship1254,epen1239,saki1248,sion1247,stan1288,tari1256,tehu1242,tere1279,teri1250,tain1254,toba1269,tapi1253,trum1247,trio1238,taus1253,nucl1301,ikpe1245,enaw1238,urar1246,uruu1244,wapi1253,waur1244,wara1303,mama1278,wayo1238,xava1240,kwaz1243,yami1256,yucu1253,nhen1239,yuqu1240,yura1255,yavi1244,zapa1253
ARW1-1-10,ARW1-1-10-NK,ARW1-1-10-1,ARW1-1-10-0,,,ARW1-1-10-0,,ARW1-1-10-0,,,,,,ARW1-1-10-0,,,,,,ARW1-1-10-0,,,ARW1-1-10-0,ARW1-1-10-0,ARW1-1-10-0,,,,,,,,ARW1-1-10-NK,,,ARW1-1-10-0,,,,ARW1-1-10-0,ARW1-1-10-0,,ARW1-1-10-1,,,,,,ARW1-1-10-0,ARW1-1-10-0,,ARW1-1-10-1,,,,ARW1-1-10-0,,ARW1-1-10-0,,,,,,,,,,,,,ARW1-1-10-0,,,,,,,,,,,ARW1-1-10-0,,,ARW1-1-10-0,,,,,,,ARW1-1-10-0,,,ARW1-1-10-0,,,,,,ARW1-1-10-0,,ARW1-1-10-0,ARW1-1-10-0,,,,,,,,,,,,,,,,,,,,,,ARW1-1-10-0,,,,,ARW1-1-10-0,,,,,,,,ARW1-1-10-0,,ARW1-1-10-0,,ARW1-1-10-NK,,,,,,,,ARW1-1-10-0,,,ARW1-1-10-0,ARW1-1-10-0,,,,,,,ARW1-1-10-0,,,,ARW1-1-10-0,
ARW1-1-11,ARW1-1-11-NK,ARW1-1-11-1,ARW1-1-11-1,,,ARW1-1-11-1,,ARW1-1-11-1,,,,,,ARW1-1-11-0,,,,,,ARW1-1-11-0,,,ARW1-1-11-0,ARW1-1-11-1,ARW1-1-11-1,,,,,,,,ARW1-1-11-1,,,ARW1-1-11-0,,,,ARW1-1-11-1,ARW1-1-11-1,,ARW1-1-11-1,,,,,,ARW1-1-11-1,ARW1-1-11-0,,ARW1-1-11-1,,,,ARW1-1-11-0,,ARW1-1-11-1,,,,,,,,,,,,,ARW1-1-11-0,,,,,,,,,,,ARW1-1-11-0,,,ARW1-1-11-0,,,,,,,ARW1-1-11-0,,,ARW1-1-11-0,,,,,,ARW1-1-11-1,,ARW1-1-11-0,ARW1-1-11-1,,,,,,,,,,,,,,,,,,,,,,ARW1-1-11-0,,,,,ARW1-1-11-0,,,,,,,,ARW1-1-11-1,,ARW1-1-11-NK,,ARW1-1-11-NK,,,,,,,,ARW1-1-11-0,,,ARW1-1-11-1,ARW1-1-11-0,,,,,,,ARW1-1-11-0,,,,ARW1-1-11-0,
ARW1-1-12,ARW1-1-12-NK,ARW1-1-12-0,ARW1-1-12-0,,,ARW1-1-12-1,,ARW1-1-12-1,,,,,,ARW1-1-12-0,,,,,,ARW1-1-12-1,,,ARW1-1-12-0,ARW1-1-12-0,ARW1-1-12-1,,,,,,,,ARW1-1-12-0,,,ARW1-1-12-0,,,,ARW1-1-12-0,ARW1-1-12-1,,ARW1-1-12-0,,,,,,ARW1-1-12-0,ARW1-1-12-0,,ARW1-1-12-0,,,,ARW1-1-12-0,,ARW1-1-12-1,,,,,,,,,,,,,ARW1-1-12-0,,,,,,,,,,,ARW1-1-12-0,,,ARW1-1-12-0,,,,,,,ARW1-1-12-0,,,ARW1-1-12-0,,,,,,ARW1-1-12-0,,ARW1-1-12-0,ARW1-1-12-1,,,,,,,,,,,,,,,,,,,,,,ARW1-1-12-0,,,,,ARW1-1-12-1,,,,,,,,ARW1-1-12-1,,ARW1-1-12-0,,ARW1-1-12-NK,,,,,,,,ARW1-1-12-0,,,ARW1-1-12-0,ARW1-1-12-0,,,,,,,ARW1-1-12-0,,,,ARW1-1-12-0,
ARW1-1-13a,ARW1-1-13a-0,ARW1-1-13a-0,ARW1-1-13a-0,,,ARW1-1-13a-1,,ARW1-1-13a-1,,,,,,ARW1-1-13a-1,,,,,,ARW1-1-13a-0,,,ARW1-1-13a-0,ARW1-1-13a-0,ARW1-1-13a-1,,,,,,,,ARW1-1-13a-0,,,ARW1-1-13a-0,,,,ARW1-1-13a-0,ARW1-1-13a-0,,ARW1-1-13a-0,,,,,,ARW1-1-13a-1,ARW1-1-13a-0,,ARW1-1-13a-0,,,,ARW1-1-13a-0,,ARW1-1-13a-0,,,,,,,,,,,,,ARW1-1-13a-0,,,,,,,,,,,ARW1-1-13a-0,,,ARW1-1-13a-1,,,,,,,ARW1-1-13a-0,,,ARW1-1-13a-0,,,,,,ARW1-1-13a-0,,ARW1-1-13a-0,ARW1-1-13a-1,,,,,,,,,,,,,,,,,,,,,,ARW1-1-13a-0,,,,,ARW1-1-13a-0,,,,,,,,ARW1-1-13a-1,,ARW1-1-13a-0,,ARW1-1-13a-NK,,,,,,,,ARW1-1-13a-0,,,ARW1-1-13a-1,ARW1-1-13a-0,,,,,,,ARW1-1-13a-0,,,,ARW1-1-13a-0,
ARW1-1-15,ARW1-1-15-NK,ARW1-1-15-1,ARW1-1-15-1,,,ARW1-1-15-1,,ARW1-1-15-1,,,,,,ARW1-1-15-1,,,,,,ARW1-1-15-1,,,ARW1-1-15-1,ARW1-1-15-1,ARW1-1-15-0,,,,,,,,ARW1-1-15-0,,,ARW1-1-15-0,,,,ARW1-1-15-1,ARW1-1-15-1,,ARW1-1-15-0,,,,,,ARW1-1-15-1,ARW1-1-15-1,,ARW1-1-15-0,,,,ARW1-1-15-1,,ARW1-1-15-1,,,,,,,,,,,,,ARW1-1-15-1,,,,,,,,,,,ARW1-1-15-1,,,ARW1-1-15-NK,,,,,,,ARW1-1-15-1,,,ARW1-1-15-1,,,,,,ARW1-1-15-0,,ARW1-1-15-0,ARW1-1-15-1,,,,,,,,,,,,,,,,,,,,,,ARW1-1-15-1,,,,,ARW1-1-15-NK,,,,,,,,ARW1-1-15-1,,ARW1-1-15-NK,,ARW1-1-15-1,,,,,,,,ARW1-1-15-0,,,ARW1-1-15-1,ARW1-1-15-NK,,,,,,,ARW1-1-15-1,,,,ARW1-1-15-1,
ARW1-1-16,ARW1-1-16-NK,ARW1-1-16-1,ARW1-1-16-1,,,ARW1-1-16-1,,ARW1-1-16-1,,,,,,ARW1-1-16-0,,,,,,ARW1-1-16-1,,,ARW1-1-16-1,ARW1-1-16-1,ARW1-1-16-NK,,,,,,,,ARW1-1-16-0,,,ARW1-1-16-1,,,,ARW1-1-16-1,ARW1-1-16-NK,,ARW1-1-16-0,,,,,,ARW1-1-16-NK,ARW1-1-16-NK,,ARW1-1-16-0,,,,ARW1-1-16-1,,ARW1-1-16-1,,,,,,,,,,,,,ARW1-1-16-NK,,,,,,,,,,,ARW1-1-16-1,,,ARW1-1-16-NK,,,,,,,ARW1-1-16-1,,,ARW1-1-16-0,,,,,,ARW1-1-16-1,,ARW1-1-16-NK,ARW1-1-16-NK,,,,,,,,,,,,,,,,,,,,,,ARW1-1-16-0,,,,,ARW1-1-16-NK,,,,,,,,ARW1-1-16-1,,ARW1-1-16-NK,,ARW1-1-16-NK,,,,,,,,ARW1-1-16-NK,,,ARW1-1-16-1,ARW1-1-16-NK,,,,,,,ARW1-1-16-1,,,,ARW1-1-16-NK,
ARW1-1-17,ARW1-1-17-NK,ARW1-1-17-1,ARW1-1-17-1,,,ARW1-1-17-0,,ARW1-1-17-1,,,,,,ARW1-1-17-1,,,,,,ARW1-1-17-1,,,ARW1-1-17-1,ARW1-1-17-NK,ARW1-1-17-NK,,,,,,,,ARW1-1-17-1,,,ARW1-1-17-1,,,,ARW1-1-17-1,ARW1-1-17-NK,,ARW1-1-17-0,,,,,,ARW1-1-17-1,ARW1-1-17-NK,,ARW1-1-17-NK,,,,ARW1-1-17-1,,ARW1-1-17-1,,,,,,,,,,,,,ARW1-1-17-NK,,,,,,,,,,,ARW1-1-17-1,,,ARW1-1-17-NK,,,,,,,ARW1-1-17-1,,,ARW1-1-17-0,,,,,,ARW1-1-17-0,,ARW1-1-17-NK,ARW1-1-17-NK,,,,,,,,,,,,,,,,,,,,,,ARW1-1-17-0,,,,,ARW1-1-17-NK,,,,,,,,ARW1-1-17-1,,ARW1-1-17-NK,,ARW1-1-17-NK,,,,,,,,ARW1-1-17-NK,,,ARW1-1-17-1,ARW1-1-17-NK,,,,,,,ARW1-1-17-NK,,,,ARW1-1-17-0,
ARW1-1-18,ARW1-1-18-NK,ARW1-1-18-0,ARW1-1-18-0,,,ARW1-1-18-0,,ARW1-1-18-0,,,,,,ARW1-1-18-0,,,,,,ARW1-1-18-0,,,ARW1-1-18-0,ARW1-1-18-1,ARW1-1-18-0,,,,,,,,ARW1-1-18-0,,,ARW1-1-18-0,,,,ARW1-1-18-0,ARW1-1-18-0,,ARW1-1-18-0,,,,,,ARW1-1-18-0,ARW1-1-18-0,,ARW1-1-18-0,,,,ARW1-1-18-0,,ARW1-1-18-0,,,,,,,,,,,,,ARW1-1-18-0,,,,,,,,,,,ARW1-1-18-0,,,ARW1-1-18-NK,,,,,,,ARW1-1-18-0,,,ARW1-1-18-0,,,,,,ARW1-1-18-0,,ARW1-1-18-0,ARW1-1-18-0,,,,,,,,,,,,,,,,,,,,,,ARW1-1-18-1,,,,,ARW1-1-18-NK,,,,,,,,ARW1-1-18-0,,ARW1-1-18-0,,ARW1-1-18-NK,,,,,,,,ARW1-1-18-0,,,ARW1-1-18-0,ARW1-1-18-0,,,,,,,ARW1-1-18-0,,,,ARW1-1-18-0,
ARW1-2-02,ARW1-2-02-0,ARW1-2-02-0,ARW1-2-02-1,,,ARW1-2-02-1,,ARW1-2-02-0,,,,,,ARW1-2-02-1,,,,,,ARW1-2-02-1,,,ARW1-2-02-1,ARW1-2-02-0,ARW1-2-02-0,,,,,,,,ARW1-2-02-1,,,ARW1-2-02-0,,,,ARW1-2-02-0,ARW1-2-02-1,,ARW1-2-02-0,,,,,,ARW1-2-02-0,ARW1-2-02-0,,ARW1-2-02-1,,,,ARW1-2-02-0,,ARW1-2-02-0,,,,,,,,,,,,,ARW1-2-02-0,,,,,,,,,,,ARW1-2-02-1,,,ARW1-2-02-0,,,,,,,ARW1-2-02-0,,,ARW1-2-02-0,,,,,,ARW1-2-02-0,,ARW1-2-02-1,ARW1-2-02-0,,,,,,,,,,,,,,,,,,,,,,ARW1-2-02-1,,,,,ARW1-2-02-0,,,,,,,,ARW1-2-02-1,,ARW1-2-02-0,,ARW1-2-02-1,,,,,,,,ARW1-2-02-0,,,ARW1-2-02-1,ARW1-2-02-0,,,,,,,ARW1-2-02-0,,,,ARW1-2-02-0,
ARW1-2-03a,ARW1-2-03a-1,ARW1-2-03a-0,ARW1-2-03a-0,,,ARW1-2-03a-1,,ARW1-2-03a-0,,,,,,ARW1-2-03a-0,,,,,,ARW1-2-03a-0,,,ARW1-2-03a-0,ARW1-2-03a-0,ARW1-2-03a-0,,,,,,,,ARW1-2-03a-1,,,ARW1-2-03a-0,,,,ARW1-2-03a-0,ARW1-2-03a-NK,,ARW1-2-03a-1,,,,,,ARW1-2-03a-0,ARW1-2-03a-0,,ARW1-2-03a-0,,,,ARW1-2-03a-0,,ARW1-2-03a-0,,,,,,,,,,,,,ARW1-2-03a-0,,,,,,,,,,,ARW1-2-03a-1,,,ARW1-2-03a-0,,,,,,,ARW1-2-03a-0,,,ARW1-2-03a-0,,,,,,ARW1-2-03a-0,,ARW1-2-03a-0,ARW1-2-03a-0,,,,,,,,,,,,,,,,,,,,,,ARW1-2-03a-0,,,,,ARW1-2-03a-0,,,,,,,,ARW1-2-03a-0,,ARW1-2-03a-0,,ARW1-2-03a-1,,,,,,,,ARW1-2-03a-0,,,ARW1-2-03a-0,ARW1-2-03a-0,,,,,,,ARW1-2-03a-0,,,,ARW1-2-03a-0,
ARW1-2-04,ARW1-2-04-0,ARW1-2-04-0,ARW1-2-04-0,,,ARW1-2-04-0,,ARW1-2-04-0,,,,,,ARW1-2-04-0,,,,,,ARW1-2-04-0,,,ARW1-2-04-0,ARW1-2-04-0,ARW1-2-04-0,,,,,,,,ARW1-2-04-1,,,ARW1-2-04-0,,,,ARW1-2-04-0,ARW1-2-04-NK,,ARW1-2-04-1,,,,,,ARW1-2-04-0,ARW1-2-04-0,,ARW1-2-04-0,,,,ARW1-2-04-0,,ARW1-2-04-0,,,,,,,,,,,,,ARW1-2-04-0,,,,,,,,,,,ARW1-2-04-0,,,ARW1-2-04-0,,,,,,,ARW1-2-04-0,,,ARW1-2-04-0,,,,,,ARW1-2-04-0,,ARW1-2-04-1,ARW1-2-04-0,,,,,,,,,,,,,,,,,,,,,,ARW1-2-04-0,,,,,ARW1-2-04-0,,,,,,,,ARW1-2-04-0,,ARW1-2-04-0,,ARW1-2-04-0,,,,,,,,ARW1-2-04-0,,,ARW1-2-04-1,ARW1-2-04-0,,,,,,,ARW1-2-04-0,,,,ARW1-2-04-0,
